Skupina,Téma,Téma ID,Země,Kód,Web,Doména,Popis,Typ,Přístup,Data,Zdroj,Návštěvy,Unikátních URL,Poslední návštěva,URL,ID,Ověřeno
Geodata,Adresy a územní členění,addresses,Slovensko,SK,Register adries,minv.sk,"Slovenský register adries vedený ministerstvem vnitra — **obce, ulice a súpisné i orientačné čísla se souřadnicemi**, s otevřenými daty ke stažení. Referenční adresní vrstva Slovenska; ZBGIS ji zobrazuje v mapě",official,open,bulk,reference,,,,https://www.minv.sk/?register-adries,sk-register-adries,2026-08-28
Geodata,Adresy a územní členění,addresses,Slovinsko,SI,Javni geodetski podatki (RPE),ipi.eprostor.gov.si,"Veřejné geodetické údaje GURS — **register prostorskih enot (občine, naselja, ulice) a hišne številke se souřadnicemi**, plus katastr a registr budov, zdarma ke stažení. Referenční územní a adresní vrstva Slovinska",official,open,bulk,reference,,,,https://ipi.eprostor.gov.si/jgp/,si-jgp,2026-08-28
Geodata,Adresy a územní členění,addresses,Španělsko,ES,CartoCiudad,cartociudad.es,"Španělská referenční adresní a uliční síť od IGN — **adresy se souřadnicemi, uliční síť, PSČ a administrativní jednotky**, s geokódovacím API a stahováním po provinciích. Sjednocuje data katastru, INE a obcí",official,open,api,reference,,,,https://www.cartociudad.es/,es-cartociudad,2026-08-28
Geodata,Adresy a územní členění,addresses,Švédsko,SE,Belägenhetsadresser (Lantmäteriet),lantmateriet.se,"Švédský adresní registr — **všechny švédské adresy se souřadnicemi a vazbou na nemovitost**, přes přímé API. Adresní data jsou od roku 2022 z velké části otevřená, komerční plné využití zůstává licencované",official,mixed,api,reference,,,,https://www.lantmateriet.se/sv/geodata/vara-produkter/produktlista/belagenhetsadress-direkt/,se-belagenhetsadress,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Evropská unie,EU,EGMS — pohyby zemského povrchu,egms.land.copernicus.eu,"Milimetrová měření pohybu terénu z interferometrie Sentinel-1 pro celou Evropu — poklesy nad doly a čerpanými kolektory, sesuvy, sedání staveb, s časovou řadou pro každý bod. Ke stažení po dlaždicích; u nemovitostí a liniových staveb je to jediný plošně dostupný důkaz o stabilitě podloží",intl,open,bulk,reference,,,,https://egms.land.copernicus.eu/,eu-egms,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Rakousko,AT,BEV — ALS digitální model terénu,bev.gv.at,"Výškový model celého Rakouska z leteckého laserového skenování — mřížka 1 m v GeoTIFF po dlaždicích 50×50 km, plošně a zdarma bez poplatku za km². Deklarovaná přesnost výšky kolem ±0,5 m, v horách horší; stahuje se z datového katalogu data.bev.gv.at. Server odmítá automatické klienty, v prohlížeči odpovídá",official,open,download,reference,,,,https://www.bev.gv.at/Services/Produkte/Digitales-Gelaendehoehenmodell/ALS-Hoehenraster.html,at-bev-als-dgm,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Belgie,BE,DHMV II — Digitaal Hoogtemodel Vlaanderen,download.vlaanderen.be,"Flanderský lidarový výškopis — digitální model terénu i povrchu v rozlišení 1 m, volně ke stažení po mapových listech. Valonsko a Brusel mají vlastní modely, federální výškopis pro celou Belgii neexistuje",regional,open,download,reference,,,,https://download.vlaanderen.be/product/939-digitaal-hoogtemodel-vlaanderen-ii,be-dhmv,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Bulharsko,BG,INSPIRE Bulharsko — výškopis a ortofoto,inspireportal.egov.bg,"Katalog bulharské infrastruktury prostorových dat. Pod tématem Elevation tu leží digitální model terénu, vrstevnice, výškové body i grid, pod Orthoimagery ortofoto; většina záznamů nese WMS 1.3.0 a WFS a je tu i stahovací služba pro ortofoto a DEM. Vydavateli jsou agentura AGKK a Vojenská geografická služba.",official,open,ogc,reference,,,,https://inspireportal.egov.bg/geonetwork/srv/eng/catalog.search,bg-inspire-vyskopis,2026-08-30
Geodata,"Ortofoto, výškopis, topografie",terrain,Chorvatsko,HR,Digitalni ortofoto (DGU),geoportal.dgu.hr,"Chorvatská digitální ortofotomozaika — **celostátní letecké snímky ve více generacích s rozlišením 10 až 50 cm**, jako mapová služba i ke stažení. Podklad pro porovnání stavu území v čase",official,open,ogc,reference,,,,https://geoportal.dgu.hr/dof,hr-dof,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Kypr,CY,DLS — topografická mapa Kypru,eservices.dls.moi.gov.cy,"Kyperská topografická mapa jako služba pozemkového a zeměměřického úřadu: silniční síť, správní hranice, výškové údaje, hydrografie, vrcholy hor a body zájmu. ArcGIS REST bez klíče, umí dotazování i výdej dat, ale **WMS na ní není** — kdo čeká OGC službu, nedostane ji. Prohlížečkou je INSPIRE geoportál na eservices.dls.moi.gov.cy.",official,open,api,reference,,,,https://eservices.dls.moi.gov.cy/arcgis/rest/services/National/Topography_GR/MapServer,cy-dls-topografie,2026-08-30
Geodata,"Ortofoto, výškopis, topografie",terrain,Česko,CZ,ČÚZK — Stahovací služby ATOM,atom.cuzk.gov.cz,"ATOM feedy ČÚZK pro dávkové stahování po mapových listech — ortofoto, katastrální mapa, RÚIAN a INSPIRE témata bezúplatně pod CC BY 4.0, skriptovatelná alternativa k eShopu",official,open,ogc,reference,,,,https://atom.cuzk.gov.cz/,cz-cuzk-stahovaci-sluzby-atom,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Dánsko,DK,Danmarks Højdemodel (DHM),dataforsyningen.dk,"Dánský výškopis z laserového skenování — **modely terénu a povrchu v rozlišení 0,4 m a bodová mračna pro celé Dánsko**, zdarma přes token Dataforsyningen. Podklad pro dánské záplavové a odtokové mapy",official,registration,bulk,reference,,,,https://dataforsyningen.dk/data/930,dk-dhm,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Estonsko,EE,Maa-amet — výšková data (LiDAR),geoportaal.maaamet.ee,"Výšková data z leteckého skenování pro celé Estonsko — surové mračno bodů v LAZ 1.4 po čtverečních kilometrech a odvozené modely terénu i povrchu v rozlišení 1, 5, 10 a 25 m jako GeoTIFF. Zdarma pod estonskou otevřenou licencí a bez registrace",official,open,download,reference,,,,https://geoportaal.maaamet.ee/eng/spatial-data/elevation-data-p308.html,ee-maaamet-korgusandmed,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Finsko,FI,Laserkeilausaineisto (MML),maanmittauslaitos.fi,"Finská data leteckého laserového skenování — **bodová mračna 5 bodů/m² z národního programu, zdarma a pod otevřenou licencí**. Finsko skenuje celé území v šestiletém cyklu",official,open,bulk,reference,,,,https://www.maanmittauslaitos.fi/en/maps-and-spatial-data/datasets-and-interfaces/product-descriptions/laser-scanning-data-05-p,fi-laserkeilaus,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Francie,FR,RGE ALTI (IGN),cartes.gouv.fr,"Francouzský referenční model terénu — **mřížka 1 m a 5 m pro celou Francii včetně zámoří, zdarma pod otevřenou licencí** od otevření dat IGN v roce 2021. Doplňuje ho program LiDAR HD s bodovými mračny",official,open,bulk,reference,,,,https://cartes.gouv.fr/rechercher-une-donnee/dataset/IGNF_RGE-ALTI,fr-rge-alti,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Německo,DE,Digitale Geländemodelle (BKG),gdz.bkg.bund.de,"Celoněmecké digitální modely terénu od spolkového kartografického úřadu — DGM v rozlišení od 5 do 200 m, pod otevřenou licencí dl-de/by-2-0. Podrobnější lidar drží jednotlivé spolkové země samostatně",official,open,download,reference,,,,https://gdz.bkg.bund.de/index.php/default/digitale-geodaten/digitale-gelandemodelle.html,de-bkg-dgm,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Maďarsko,HU,Lechner — DDM5 model terénu a ortofota,lechnerkozpont.hu,Maďarský státní výškový model DDM5 a k němu ortofota z leteckého snímkování — z roku 2025 pokrytí zhruba 40 000 km² středního Maďarska v rozlišení 40 cm/px. Aktuální data se kupují přes geoshop.hu; archivní snímky starší deseti let jdou pro výuku a výzkum vyžádat zdarma,official,paid,download,reference,,,,https://lechnerkozpont.hu/oldal/domborzatmodell,hu-lechner-domborzatmodell,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Irsko,IE,Open Topographic LiDAR Data,data.gov.ie,"Volně dostupná výšková data z leteckého skenování Irska, sesbíraná sedmi státními organizacemi a shromážděná Geologickou službou. Pokrytí je částečné, ne celostátní — to je u irského výškopisu podstatné omezení, se kterým je potřeba počítat dopředu",official,open,download,reference,,,,https://data.gov.ie/dataset/open-topographic-lidar-data,ie-open-topographic-lidar,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Itálie,IT,TINITALY (INGV),tinitaly.pi.ingv.it,"Digitální model terénu celé Itálie v rozlišení 10 m, sestavený INGV — **jediný volně dostupný celostátní italský výškopis**, protože podrobnější LiDAR data vedou regiony a ministerstvo životního prostředí odděleně",research,open,bulk,reference,,,,https://tinitaly.pi.ingv.it/,it-tinitaly,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Lotyšsko,LV,Digitālais augstuma modelis (LĢIA),lgia.gov.lv,"Lotyšský digitální výškový model z leteckého laserového skenování — modely terénu i povrchu a bodová mračna pro celé Lotyšsko. Část produktů je otevřená, podrobnější varianty zpoplatněné",official,mixed,bulk,reference,,,,https://www.lgia.gov.lv/lv/digitalais-augstuma-modelis,lv-dam,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Litva,LT,ORT10LT — ortofotografická mapa,data.gov.lt,"Národní ortofotomapa Litvy v měřítku 1:10 000 na portálu otevřených dat — čtyři kanály R G B NIR, velikost pixelu 0,25 m a deklarovaná polohová chyba do 0,5 m. Ke stažení po listech v TIFF a MrSID; podkladem jejího zpracování je model terénu z laserového skenování",official,open,download,reference,,,,https://data.gov.lt/datasets/2564/,lt-ort10lt,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Lucembursko,LU,LiDAR 2019 — Modèle numérique de terrain,data.public.lu,"Lucemburský lidarový model terénu z náletu 2019 v rozlišení 0,5 m, celé území ke stažení jako otevřená data. Ke stejnému náletu existuje i model povrchu a klasifikované mračno bodů",official,open,download,reference,,,,https://data.public.lu/en/datasets/lidar-2019-modele-numerique-de-terrain-mnt/,lu-lidar-mnt,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Malta,MT,Planning Authority — mapové služby,mapserver.pa.org.mt,"Adresář mapových služeb maltského Planning Authority. Složka Orthos nese ortofota z let 1968, 1978 a 2025, složka ElevationData vrstevnice a výšková data; vedle nich jsou topografické průzkumy a mračno bodů 3D. Služby jsou ArcGIS REST bez klíče a bez registrace, ale skriptu odpovídají 403 — v prohlížeči se čtou normálně. Prohlížečka nad nimi stojí na pamapserver.pa.org.mt. Metadatový katalog MSDI je vedle toho rozbitý: jeho GeoNetwork padá při startu na NullPointerException.",official,open,api,reference,,,,https://mapserver.pa.org.mt/hosting/rest/services,mt-pa-mapove-sluzby,2026-08-30
Geodata,"Ortofoto, výškopis, topografie",terrain,Nizozemsko,NL,AHN — Actueel Hoogtebestand Nederland,ahn.nl,"Výškopis Nizozemska z leteckého laserového skenování — **bodová mračna a modely terénu i povrchu v rozlišení 0,5 m pro celou zemi, zdarma**, s několika generacemi pro porovnání v čase. Jeden z nejhustších národních výškopisů na světě",official,open,bulk,reference,,,,https://www.ahn.nl/,nl-ahn,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Polsko,PL,Numeryczny model terenu (GUGiK),geoportal.gov.pl,"Numerický model terénu pro celé Polsko ze státního geodetického fondu — od roku 2020 volně ke stažení, vedle něj model pokrytí terénu (NMPT) a ortofotomapa. Kromě dlaždic jde odebírat i službou WCS, takže se dá zpracovat bez ručního stahování",official,open,download,reference,,,,https://www.geoportal.gov.pl/en/data/digital-elevation-model-dem/,pl-gugik-nmt,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Portugalsko,PT,DGT — LiDAR a modely reliéfu,dgterritorio.gov.pt,"Letecké laserové skenování pevninského Portugalska a z něj odvozené digitální modely terénu, vedle starších pobřežních modelů v rozlišení 1 a 2 m z roku 2011. Stahuje se z datového centra DGT; pro QGIS existuje oficiální zásuvný modul CDD Downloader",official,open,download,reference,,,,https://www.dgterritorio.gov.pt/levantamento-lidar-de-portugal-continental-0,pt-dgt-lidar,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Slovensko,SK,GKÚ — výškové modely a ortofotomozaika,skgeodesy.sk,"Výškové modely a ortofotomozaika celého Slovenska zdarma pod CC BY 4.0 — DMR 5.0 a DMP 1.0 v rozlišení 1 m z prvního cyklu leteckého skenování, DMR 6.0 a DMP 2.0 v 0,5 m z druhého, a tři cykly ortofotomozaiky od roku 2017. Klasifikovaná mračna bodů jen na požádání",official,open,download,reference,,,,https://www.skgeodesy.sk/gku/produkty-sluzby/na-stiahnutie/zbgis.html,sk-gku-na-stiahnutie,2026-08-29
Geodata,"Ortofoto, výškopis, topografie",terrain,Slovinsko,SI,Lidar (JGP),ipi.eprostor.gov.si,"Slovinská data leteckého laserového skenování — **bodová mračna a model terénu 1 m pro celé Slovinsko, zdarma ke stažení po blocích**. Slovinsko naskenovalo celé území jako jeden z prvních států v EU",official,open,bulk,reference,,,,https://ipi.eprostor.gov.si/jgp/lidar,si-lidar,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Španělsko,ES,PNOA-LiDAR (CNIG),centrodedescargas.cnig.es,"Španělská data leteckého laserového skenování — **bodová mračna a modely terénu pro celé Španělsko ve dvou až třech generacích**, zdarma ke stažení po listech. Ortofota PNOA jsou v témže centru",official,open,bulk,reference,,,,https://centrodedescargas.cnig.es/CentroDescargas/lidar,es-cnig-lidar,2026-08-28
Geodata,"Ortofoto, výškopis, topografie",terrain,Švédsko,SE,Markhöjdmodell (Lantmäteriet),lantmateriet.se,"Švédský model terénu z laserového skenování — **mřížka 1 m pro celé Švédsko, zdarma ke stažení** pod otevřenou licencí. Součást otevření švédských geodat z roku 2022",official,open,bulk,reference,,,,https://www.lantmateriet.se/sv/geodata/vara-produkter/produktlista/markhojdmodell-nedladdning/,se-markhojdmodell,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,EEA Datahub,eea.europa.eu,"Datový uzel Evropské agentury pro životní prostředí — kvalita ovzduší a vod, emise, hluk, půdní pokryv, chráněná území a klimatické indikátory pro celou EU a EHP, s reportingem podle jednotlivých směrnic. Sady ke stažení, každá s vlastní datovou specifikací",intl,open,bulk,reference,,,,https://www.eea.europa.eu/en/datahub,eu-eea-datahub,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,EEA SDI — katalog prostorových dat,sdi.eea.europa.eu,"Katalog prostorových dat EEA — metadata a přímé WMS/WFS služby k evropským vrstvám (Natura 2000, říční síť ECRINS, hluková mapa, urbanistický atlas). Odsud se berou endpointy, když je potřeba evropskou vrstvu zapojit do vlastní mapy místo stahování",intl,open,ogc,reference,,,,https://sdi.eea.europa.eu/,eu-eea-sdi,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,EFFIS — lesní požáry,forest-fire.emergency.copernicus.eu,"Evropský systém sledování lesních požárů — denní mapy nebezpečí, aktivní ohniska z družic, spálené plochy a sezónní statistiky po zemích a regionech od roku 2000. Data přes WMS/WFS a REST rozhraní, registrace jen pro některé archivní sady",intl,open,api,reference,,,,https://forest-fire.emergency.copernicus.eu/,eu-effis,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,EFAS — evropská povodňová výstraha,european-flood.emergency.copernicus.eu,"Celoevropská predikce povodní s předstihem až deseti dnů — pravděpodobnostní výstrahy po povodích, průtoky a stav půdní vláhy. Mapová aplikace je veřejná, plný přístup k datům a archivu přes účet u Copernicus Emergency Management Service",intl,registration,api,reference,,,,https://european-flood.emergency.copernicus.eu/,eu-efas,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,European Drought Observatory,drought.emergency.copernicus.eu,"Sucho v Evropě v indikátorech — srážkový deficit, vlhkost půdy, stav vegetace z družic a kombinovaný indikátor sucha v desetidenním kroku. Mapy ke stažení i časové řady po regionech; podklad pro posouzení rizika u zemědělských a vodohospodářských aktiv",intl,open,download,reference,,,,https://drought.emergency.copernicus.eu/,eu-edo,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,Copernicus Marine Service,marine.copernicus.eu,"Stav a předpověď evropských a světových moří — hladina, proudy, teplota, salinita, mořský led a biogeochemie, analýzy i reanalýzy desítky let zpět. Stahování přes vlastní klienta a API, účet zdarma",intl,registration,api,reference,,,,https://marine.copernicus.eu/,eu-copernicus-marine,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,Industrial Emissions Portal (EEA),industry.eea.europa.eu,"Nástupce E-PRTR — emise do ovzduší, vody a půdy hlášené jednotlivými průmyslovými provozovnami v EU, dohledatelné podle firmy, adresy i látky, včetně povolení a inspekcí. Pro prověrku protistrany je to nejpřímější veřejný doklad o environmentální zátěži konkrétního závodu",intl,open,bulk,reference,,,,https://industry.eea.europa.eu/,eu-industrial-emissions,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Evropská unie,EU,ESDAC — evropská půdní data,esdac.jrc.ec.europa.eu,"Evropské centrum půdních dat (JRC) — mapy typů půd, eroze, obsahu uhlíku, kontaminace a zhutnění v harmonizované evropské vrstvě. Většina sad je zdarma po vyplnění formuláře s účelem použití",intl,registration,download,reference,,,,https://esdac.jrc.ec.europa.eu/,eu-esdac,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Celosvětové,GLOBAL,HydroSHEDS,hydrosheds.org,"Globální hydrologická data odvozená z DEM — říční sítě, hierarchická povodí a jezera ve standardních GIS formátech; verze 2 z TanDEM-X zatím jen pro Ameriku, globální pokrytí se dokončuje",research,open,bulk,reference,,,,https://www.hydrosheds.org/,global-hydrosheds,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Celosvětové,GLOBAL,Protected Planet (WDPA),protectedplanet.net,"WDPA a WDOECM od UNEP-WCMC a IUCN — polygony a body přes 300 tisíc chráněných území a OECM celého světa, měsíční aktualizace, hromadné stahování i API",intl,open,bulk,reference,,,,https://www.protectedplanet.net/,global-protected-planet-wdpa,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Rakousko,AT,GeoSphere Austria — geologické mapy,gis.geosphere.at,"Mapový server GeoSphere Austria, do níž se v roce 2023 sloučila Geologische Bundesanstalt — geologické a hydrogeologické mapy, nerostné suroviny, geohazardy a vrty, jako prohlížečka i WMS. Původní geologie.ac.at už neodpovídá",official,open,ogc,reference,,,,https://gis.geosphere.at/,at-geosphere-gis,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Rakousko,AT,eHYD,ehyd.gv.at,"Hydrografická data Rakouska — průtoky, vodní stavy, hladiny podzemní vody a srážky z měrných stanic, včetně dlouhých historických řad a návrhových srážek. Ke stažení po stanicích; podklad pro posouzení povodňového rizika lokality",official,open,download,reference,,,,https://ehyd.gv.at/,at-ehyd,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Rakousko,AT,Umweltbundesamt,umweltbundesamt.at,"Rakouská agentura pro životní prostředí — kvalita ovzduší a vod, emisní inventury, kontaminovaná místa (Altlastenatlas) a monitoring půd. Evidence starých ekologických zátěží je při prověrce průmyslového pozemku zásadní údaj",official,open,download,reference,,,,https://www.umweltbundesamt.at/,at-umweltbundesamt,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Belgie,BE,IRCEL — kvalita ovzduší,irceline.be,"Belgická meziregionální buňka pro životní prostředí — hodinová data o kvalitě ovzduší ze všech měřicích stanic v zemi, modelové mapy koncentrací a předpovědi smogu, s otevřeným rozhraním. Jediné místo, kde jsou belgická data o ovzduší pohromadě",official,open,api,reference,,,,https://www.irceline.be/en,be-irceline,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Bulharsko,BG,ИАОС — Изпълнителна агенция по околна среда,eea.government.bg,"Bulharská výkonná agentura pro životní prostředí — kvalita ovzduší a vod v reálném čase, emisní registry, odpady a monitoring biodiverzity, s daty ke stažení",official,open,download,reference,,,,https://eea.government.bg/,bg-eea,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Bulharsko,BG,МОСВ — Министерство на околната среда и водите,moew.government.bg,"Bulharské ministerstvo životního prostředí a vod — posuzování vlivů EIA, integrovaná povolení, chráněná území Natura 2000 a vodní hospodářství. U průmyslových záměrů veřejný spis o povolování",official,open,search,reference,,,,https://www.moew.government.bg/,bg-moew,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Chorvatsko,HR,Ministarstvo zaštite okoliša,mingo.gov.hr,"Chorvatské ministerstvo ochrany životního prostředí a zelené transformace — **posuzování vlivů, integrovaná povolení, odpady, chráněná území a emisní registry**. Starší doména mzoe.gov.hr sem vede",official,open,search,reference,,,,https://mingo.gov.hr/,hr-mingo,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Chorvatsko,HR,Zavod za zaštitu okoliša i prirode,haop.hr,"Chorvatský ústav ochrany životního prostředí a přírody — **bioportal s chráněnými územími a stanovišti, katastr znečišťovatelů a environmentální monitoring**, s mapovými službami",official,open,ogc,reference,,,,https://haop.hr/,hr-haop,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Kypr,CY,"Ministry of Agriculture, Rural Development and Environment",gov.cy,"Kyperské ministerstvo zemědělství a životního prostředí — **meteorologická služba, vodní hospodářství, lesy, geologický průzkum a posuzování vlivů**. Na Kypru spadá většina environmentální agendy pod tenhle jeden resort",official,open,search,reference,,,,https://www.gov.cy/moa/,cy-moa,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Česko,CZ,DIBAVOD (VÚV TGM),dibavod.cz,"Digitální báze vodohospodářských dat — povodí, vodní toky, nádrže",research,open,download,reference,,,,https://www.dibavod.cz/,cz-dibavod-vuv-tgm,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Česko,CZ,AOPK — Ochrana přírody,gis-aopkcr.opendata.arcgis.com,"Chráněná území, Natura 2000, biotopy jako open data",official,open,api,reference,,,,https://gis-aopkcr.opendata.arcgis.com/,cz-aopk-ochrana-prirody,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Česko,CZ,LPIS — veřejný registr půdy (MZe),mze.gov.cz,"Zemědělské půdní bloky, využití půdy, WMS/WFS",official,open,ogc,reference,,,,https://mze.gov.cz/public/app/lpisext/lpis/verejny2/plpis/,cz-lpis-verejny-registr-pudy-mze,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Česko,CZ,Česká geologická služba,cgs.gov.cz,"Geologické, hydrogeologické a půdní mapy, sesuvy, poddolování",official,open,ogc,reference,,,,https://cgs.gov.cz/mapy-a-data,cz-ceska-geologicka-sluzba,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Česko,CZ,Půda v mapách (VÚMOP),mapy.vumop.cz,"Mapový server VÚMOP — ohroženost vodní a větrnou erozí (SEO/MEO pro DZES 5), vlastnosti půd odvozené z BPEJ, třídy ochrany ZPF a zranitelnost podzemních vod",research,open,ogc,reference,,,,https://mapy.vumop.cz/,cz-puda-v-mapach-vumop,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Česko,CZ,Informační systém EIA/SEA (CENIA),portal.cenia.cz,"Posuzování vlivů záměrů na životní prostředí — dokumentace, posudky a stanoviska ke všem záměrům v ČR, dohledatelné podle názvu, kraje a oznamovatele. U developerských a průmyslových projektů je to nejúplnější veřejný spis o tom, co se kde plánuje",official,open,search,reference,,,,https://portal.cenia.cz/eiasea/view/eia100_cr,cz-eia-sea,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Dánsko,DK,MiljøGIS,miljoegis.mim.dk,"Mapový portál dánského ministerstva životního prostředí — chráněná území, vodní plány, **kontaminované lokality**, ochranné zóny a přírodní hodnoty, jako mapy i WMS. U dánského pozemku hlavní zdroj environmentálních omezení",official,open,ogc,reference,,,,https://miljoegis.mim.dk/,dk-miljoegis,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Dánsko,DK,Miljøstyrelsen,mst.dk,"Dánská agentura pro ochranu životního prostředí — environmentální povolení průmyslových provozoven, emisní registry, odpady a chemikálie, s daty ke stažení",official,open,download,reference,,,,https://mst.dk/,dk-mst,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Estonsko,EE,Keskkonnaportaal,keskkonnaportaal.ee,"Estonský environmentální portál — chráněná území, lesní registr, vodní hospodářství, **environmentální povolení a znečišťující provozovny**, s mapami a daty",official,open,ogc,reference,,,,https://keskkonnaportaal.ee/,ee-keskkonnaportaal,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Finsko,FI,SYKE — Suomen ympäristökeskus,syke.fi,"Finský ústav životního prostředí — **otevřená environmentální data: vodstvo, chráněná území, zábor půdy, emise a znečišťující provozovny**, přes API a mapové služby. Finsko vydává environmentální data plošně jako otevřená",official,open,api,reference,,,,https://www.syke.fi/,fi-syke,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Francie,FR,Géorisques,georisques.gouv.fr,"Rizika k francouzské adrese — záplavy, sesuvy, seismika, poddolování, radon, průmyslové havárie SEVESO a kontaminovaná místa, s API a exportem. Povinná příloha při prodeji nemovitosti se generuje odsud",official,open,api,reference,,,,https://www.georisques.gouv.fr/,fr-georisques,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Francie,FR,InfoTerre (BRGM),infoterre.brgm.fr,"Geovědní portál francouzské geologické služby — geologické mapy, vrty, podzemní vody, poddolování a staré doly, jako prohlížečka i WMS. U pozemkových transakcí ukáže, co je pod povrchem",official,open,ogc,reference,,,,https://infoterre.brgm.fr/,fr-infoterre,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Francie,FR,Hub'Eau,hubeau.eaufrance.fr,"Rozhraní k francouzským vodním datům — hladiny a průtoky v reálném čase, kvalita povrchových i podzemních vod, odběry a čistírny, všechno přes REST API. Sjednocuje data, která vedou různé vodní agentury",official,open,api,reference,,,,https://hubeau.eaufrance.fr/,fr-hubeau,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Německo,DE,BGR GeoViewer,geoviewer.bgr.de,"Mapová prohlížečka Spolkového ústavu pro geovědy a suroviny — geologie, hydrogeologie, půdy, nerostné suroviny, seismika a úložiště, jako vrstvy i WMS. Web ústavu samotný vyžaduje cookie kontrolu a automatu neodpoví, prohlížečka ano",official,open,ogc,reference,,,,https://geoviewer.bgr.de/,de-bgr-geoviewer,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Německo,DE,BGR Produktcenter,produktcenter.bgr.de,"Stahovací služba BGR — geologické a půdní datové sady, mapy surovin a podzemních vod v GIS formátech, většinou zdarma po odsouhlasení licence. Doplněk k prohlížečce, když jsou potřeba data, ne obrázek",official,open,download,reference,,,,https://produktcenter.bgr.de/,de-bgr-produktcenter,2026-08-28
Geodata,"Životní prostředí, geologie, rizika",environment,Německo,DE,Umweltbundesamt — data,umweltbundesamt.de,"Datová část německé agentury pro životní prostředí — kvalita ovzduší v hodinovém kroku, emise skleníkových plynů, odpady, vody a indikátory udržitelnosti, s API pro měřicí síť. Referenční čísla pro německou environmentální agendu",official,open,download,reference,,,,https://www.umweltbundesamt.de/daten,de-uba-daten,2026-08-28
